,text,type,dataset
2157,"RT @itsPrinceInsan: After d earthquake in Gujarat,now @derasachasauda  chief @Gurmeetramrahim n his vlunters saves many lyf in #Nepal
#MSGH…",2,Nepal Earthquake
2158,RT @OperationRelief: Water bottles and medical materials being stored in our store. They will be distributed to the several earthquake affe…,1,Nepal Earthquake
2159,USAID Announces $11 million in Additional Assistance for Nepal Earthquake Response http://t.co/6rqBmtonuT,2,Nepal Earthquake
2160,Langtang area completely damaged by the earthquake. http://t.co/XP5IQrlKDc,2,Nepal Earthquake
2161,Italians ask for any donations for earthquake aid to be sent directly to Italian Red Cross @crocerossa #auspol  https://t.co/XVEhlTdIWn,2,Italy Earthquake
2162,RT @TLWH: Polish Trekker missing in Lamjung Nepal. Very difficult situation. No news. No search helicopter as they are all busy in main aid…,0,Nepal Earthquake
2163,Delhi Sikh Gurdwara Management Committee will send 25000 food packages every day to Nepal http://t.co/J3Sacvl7GB,1,Nepal Earthquake
2164,"RT @NRaule: Last night, people are searching for tent, at BICC area. No foods, no water.
#earthquake #Nepal http://t.co/6IMSqiQxTc",0,Nepal Earthquake
2165,"I want to inform you all on twenty second day of quarantine my Corona Test has come Negative. 
However, I still have a little cough, so according to the advice given by the doctor after taking rest for a few more days, I will be ready to donate plasma and return back to work.",1,Covid-19
2166,#PingForADay &gt; Italy asks public to off Wi-Fi passwords for communication in earthquake aftermath. https://t.co/iZNjEzwf4p #WiFi #quake,0,Italy Earthquake
2167,"Nepal earthquake: No food, no clothes, no shelter, say locals from Gorkha district at the epicentre of quake. We... http://t.co/NbhBYilcDl",0,Nepal Earthquake
2168,"RT @STcom: #Nepal earthquake: B&amp;B Hospital in Bhaktapur is overcrowded; many lying outdoors, says ST bureau chief Nirmal Ghosh http://t.co/…",0,Nepal Earthquake
2169,People urged to remove password from WiFi to help Italian earthquake relief: Multiple organizations and insti... https://t.co/amUrkaQEIk,0,Italy Earthquake
2170,RT @jhooks: A powerful earthquake has devastated Nepal. We can help. Donate @charitywater https://t.co/o4IYKjv44I,2,Nepal Earthquake
2171,The Ministry has also sent a 34 member medical team to the earthquake affected areas of Nepal to provide emergency medical relief.,1,Nepal Earthquake
2172,"RT @NewsMobileAsia: #NepalEarthquake Teams to start focusing from Rescue to Relief. After earthquake shortage of food, fuel, medicines,wate…",0,Nepal Earthquake
2173,Google and Facebook Help Nepal Earthquake Survivors and Contacts Connect (NDTV News): Share With Friends:  |  ... http://t.co/3Wfgx0FTvj,2,Nepal Earthquake
2174,"@cocoonedsoul I am! Some people I know heard the earthquake but we're far from where it happened, so no worries",2,Italy Earthquake
2175,"Nepal Earthquake: 4,000 take the bus ride to india - %CTAGS% - http://t.co/i15r6oaLaz http://t.co/p9FmneWjnd",1,Nepal Earthquake
2176,"RT @nytimesworld: Earthquake victims sleeping outside in Nepal, water and food are scarce.  Live updates: http://t.co/Y3e9WWoAUl http://t.c…",0,Nepal Earthquake
2177,TOI: Swaminathan for using Kutch model in Nepal: The earthquake that hit Kutch district of Gujarat on January ... http://t.co/WF5pkp56Ix,2,Nepal Earthquake
2178,BERGOGLIO’S GIFT TO THE VICTIMS OF THE EARTHQUAKE: VATICAN FIREFIGHTERS IN AMATRICED https://t.co/AzfQGccroO https://t.co/mzsPsy0EUh,1,Italy Earthquake
2179,#parentsministermeeting \n#parentsministermeeting\n1) Are you sure Delhi schools willl be safe for kids from August onwards due to this COVID19?\n2) Why schools are charging Annual and Development fees for this year?\nNo appraisals and bonus has been by company?,2,Covid-19
2180,"At least 6 feared dead as strong #earthquake levels down buildings in central #Italy
https://t.co/3FnVvDzH4S https://t.co/ERUwatn1EE",2,Italy Earthquake
2181,come #together to aid in Nepal’s earthquake recovery efforts. Give to Nepal Relief Fund-for Food  &amp;Water need urgent http://t.co/p61KNiTp5x.,0,Nepal Earthquake
2182,"Death toll in Nepal earthquake mounts to 3,726: Home Ministry #earthquake",2,Nepal Earthquake
2183,"Nepal Earthquake Damages At Least 14 Hydropower Dams 

-Nation’s power grid loses more than 30 percent of... http://t.co/Hp7gOIfouB",0,Nepal Earthquake
2184,RT @AnupamkPandey: Medical Practitioners wishing to go to Nepal and other earthquake affected areas for medical assistance =&gt; hinduheartorg…,1,Nepal Earthquake
2185,Do\u2019s:\n\nTest more &amp; more \n\nTrace &amp; isolate\n\nMask &amp; safe distance\n\nRamp up bed capacity\n\nPublic awareness &amp; involvement \n\nMere #lockdown will not help\n\n#COVID19 https://t.co/WhOgMFiMA4,2,Covid-19
2186,"@iamsrk sir I wnt to ask u one things wt u r doing for dose earthquake victims , at least u can donate some amount to pm relief fund as u r",2,Nepal Earthquake
2187,14 year old Indian kid creates animation film to spread earthquake awareness http://t.co/UV5XYX60rJ,2,Nepal Earthquake
2188,LATEST NEWS HERE : https://t.co/qCFNixGBvO\n\nIMMIGRATION EXPERTS\n\ud83d\udcf1 8448-450100\n\u260e\ufe0f 0120-6618011\n\ud83d\udce7 info@immigrationxperts.com\n\ud83c\udf10 https://t.co/CZZTZAYuuK\n\n#ImmigrationExperts #VisaExperts #Bestimmigrationconsultants #AustralianPR #Covid19 https://t.co/x4RELFm5me,2,Covid-19
2189,"⚠⚠⚠
6.2 Aug 23 Norcia, Italy 
Luke 21:11 And great earthquakes shall be in divers places⬅...
https://t.co/ltYDYel6MN https://t.co/Z0n7MA9Fic",2,Italy Earthquake
2190,"RT @BBCSanjoyM: Nepal govt minister: we urgently need body bags, tents and water #NepalEarthquake",0,Nepal Earthquake
2191,@nytimes plz send medicine and food packets to nepal if possible. #NepalEarthquake #NepalQuakeRelief,0,Nepal Earthquake
2192,Britain to sending Chinooks helicopter to Nepal for earthquake rescue http://t.co/OwpH6urwFz,1,Nepal Earthquake
2193,The Glory That Was Hippie-Era Kathmandu Finally Died in the Nepal Earthquake[TIME] http://t.co/PBV1ypgrMO,2,Nepal Earthquake
2194,"Today in history: Aug 24 A.D79 Mount Vesuvius near Pompeii, Italy begins to erupt on this day.
Today: #Earthquake in #Amatrice #PrayforItaly",2,Italy Earthquake
2195,@derasachasauda's account has been withheld in India in response to a legal demand. Learn more.,2,Nepal Earthquake
2196,"#Delhi
Need #Blood Type :  Any group
At : BLK Hospital.
Blood Component : Need Plasma Any group from #COVID19 recovered patient.
Number of Units : 2
Primary Number : 9810197046
Secondary Number : 9920462923
Illness : #Corona
Via: @BloodDonorsIn
#BloodMatters
Powered by Twitter https://t.co/SEdXUd9jlh",0,Covid-19
2197,"#ItalyEarthquake: Church sends aid, @CaritasItaliana volunteers in #Rieti deliver food and basic necessities https://t.co/UWt7me4W1t",1,Italy Earthquake
2198,"While the grown ups are shying away from donating plasma, Dr. Sujata Sharma, Principal, GMCH, #Amritsar informs how a young boy who had recovered from #COVID19 volunteered to donate his Plasma which enabled the Plasma Convalescent Therapy of two Coronavirus patients.

@PIB_India https://t.co/pKtbFUWluY",1,Covid-19
2199,Let us hope at least one reaches Nepal. “@ANI_news: Have sent 10 trucks with mineral water: UP Cabinet Min Chaudhary http://t.co/bBitVEUtNi”,1,Nepal Earthquake
2200,"""@shadowMinofST: Indian earthquake sensors slept through quake as govt cut funding September.Shame. #NepalEarthquake http://t.co/5yRrmgJTDb""",2,Nepal Earthquake
2201,RT @LittleRose777: #NepalDisasterReliefByMSG Specialist Doctors has also reached with Baba Ram Rahim Singh Ji🌹 in Nepal for treatment of ea…,2,Nepal Earthquake
2202,we Nepali can see tragedy in drama but Indian media see DRAMA IN TRAGEDY. For them earthquake has become a medium of being popular. idiots,2,Nepal Earthquake
2203,RT @Reuters: People ride a bus to leave Kathmandu after Saturday's earthquake. Editor's Choice photos: http://t.co/s3mKVZ7Ma8 http://t.co/g…,1,Nepal Earthquake
2204,"All #COVID19 hospitals in #Delhi ordered to get CCTVs installed asap, create waiting areas for an attendant with a #COVID patient each, create helpdesks to provide updates on patients\u2019 condition. https://t.co/XfNCTLL1R3",2,Covid-19
2205,Climbers are tweeting about being trapped on Mount Everest after earthquake-triggered avalanche kills 18 http://t.co/0cxPai4hVv,2,Nepal Earthquake
2206,"Haven't seen this before:

The Red Cross Wants Italians in Earthquake Disaster Area to Deactivate Wi-Fi Passwords https://t.co/mIysOsmCNY",0,Italy Earthquake
2207,"@rothinchess Nepal EarthQuake m-7.9 strong in people dead 4,000 and India dead people 80 #IndiaWithNepal #AssamQuake ""God"" ;-(",2,Nepal Earthquake
2208,"RT @anilkjha1969: JTMM decided 2 collect ""Blood n Food"" 4m Whole Madhesh n distribute in heavily earthquake affected  Hillly n Mountainous …",1,Nepal Earthquake
2209,"@dohanews
#Qatar Redcross has sent 50,000 sets of tents for quake victims. Evening drizzle adds to victims woes. #Earthquake_In_Nepal",1,Nepal Earthquake
2210,RT @circleofblue: Nepal earthquake may have damaged hydropower dams; inspections need to be conducted: @HydroWorld http://t.co/F9GcPFLnao,0,Nepal Earthquake
2211,"Quality panorama work. Nepal’s Historic Sites, Before and After the Earthquake http://t.co/UFYBRNEehw",2,Nepal Earthquake
2212,"Italy Earthquake: 'I also ask for prayers of support to those providing emergency assistance'- Archbishop Martin
https://t.co/o8e0G4qFhs",2,Italy Earthquake
2213,Help out! to raise fund for #earthquake survivors. Help out! Give to Nepal Relief Fund -for Food &amp; Water need urgent http://t.co/p61KNiTp5x.,0,Nepal Earthquake
2214,About to leave Nepal with tents for the earthquake victims.,1,Nepal Earthquake
2215,Death Toll From Italian Quake Rises To 38; Army Mobilized As Dozens Remain Buried Under Rubble #Italy https://t.co/T6PYdWNKZu,1,Italy Earthquake
2216,"RT @meetpatel125: Earthquake in Nepal.Golden Temple to send 1lac and Delhi Gurdwaras to send 25k meals daily
Those who share sardarjokes,pl…",1,Nepal Earthquake
2217,PGVS and Christian aid relief team in Gorkha district of Nepal. Arrived with in 24 hours of earthquake and provided WASH and first aid.,1,Nepal Earthquake
2218,Respected @HMOIndia @PMOIndia can we stop people from leaving Delhi Mumbai &amp; Pune and going to any other state... as the small cities where no patients were found since january now getting patients in large numbers are mainly from these cities.. that's how we can slowdown covid19,2,Covid-19
2219,RT @vishwa_samvad: Rashtriya Sevabharati and RSS appeals for earthquake relief fund: Rashtriya Sevabharati and RSS appeals for ea... http:/…,2,Nepal Earthquake
2220,"Solidarietà alle popolazioni del Centro Italia colpite dal terremoto.
We express our solidarity to people of Central Italy hit by earthquake",2,Italy Earthquake
2221,RT @ASPFP: #IranRedCrescent announced 40tons of goods with rescuers will be sending to Nepal in order to help earthquake victims http://t.c…,1,Nepal Earthquake
2222,Watching Kabaddi again. Diverting everyone's mind off earthquake for a moment.,2,Nepal Earthquake
2223,"@sardesairajdeep You, sir, are a bureaucratic meddler running loose on civvy street. What is your problem? Has anybody in your family been affected by #Covid19 Have you any idea how stupid you look? One day's delay means that many more deaths. @onoelo",2,Covid-19
2224,"RT @CapitalTV_News: Pak Sends Medical, Search, Rescue Teams To Nepal http://t.co/wVjhacPsPJ",1,Nepal Earthquake
2225,Nepal earthquake: Injured treated outdoors as Kathmandu hospital grapples with rush of victims: A massive 7.9-... http://t.co/lfGTbRMlKN,0,Nepal Earthquake
2226,Italy Earthquake Emphasizes The Need For Mobile Hospitals: BLU-MED Response Systems' Disaster Response Stockpile… https://t.co/wufBk3MrBF,0,Italy Earthquake
2227,"Mumbai Times Strong quake rocks Papua New Guinea, local tsunami possible: A powerful earthquake r... http://t.co/6pISn6OOG6 Mumbai Times",2,Nepal Earthquake
2228,@DaniCim @Cimorellimylyfe this is one of the houses affected by the earthquake https://t.co/Bi8qBtKQLK,2,Italy Earthquake
2229,"Team Rubicon UK has an assessment team of veterans, all qualified medics, en route to Italy
https://t.co/Gfdc0UTxen",1,Italy Earthquake
2230,"It need to distribute masks at Dharahara area. Here is Crowded of people facing dusty environment.
#earthquake #NepalEarthquake #NepalQuake",0,Nepal Earthquake
2231,"Nepal Earthquake: About 100 bodies found in trekking village 

http://t.co/ru64JlQplV",2,Nepal Earthquake
2232,"RT @Ekendra: Some few people were lucky enough to have tent materials but majority in serious need, where is the relief? #Nepal http://t.co…",0,Nepal Earthquake
2233,"Supplying homeless earthquake victims with food, hygiene products and safe drinking water in the badly hit area... http://t.co/FIO6aq07I5",1,Nepal Earthquake
2234,RT dna: Nepal Earthquake: 101-year-old man pulled alive after seven days http://t.co/q8YxdsUC3P; http://t.co/Mlf61RbWqD,2,Nepal Earthquake
2235,New post: IAF chopper evacuates survivors - Nepal Earthquake 2015 http://t.co/4Z2y1cSIph,1,Nepal Earthquake
2236,"A 55 year old lady at Max Saket needs Plasma of a COVId recovered person. 
Person should have recovered 15 days back. 
Any blood group will do. 

Please contact her daughter Arpita at
+919711882566 
.@DelhiVsCorona .@KapilChopra72  .@dilipkpandey 
.@AmanBanka00 .@AdityaDubey2003 https://t.co/AgHmtsPiAN",0,Covid-19
2237,"RT Hospital, Fire Brigade and Blood Banks Telephone Number Nepal Eye Bank 4493684 #Nepal #Earthquake #Indianwithnepal #India",1,Nepal Earthquake
2238,#Pope #Catholics Pope dispatches Vatican firefighters to help in Italy quake rescu...: Earli... https://t.co/GJd3t7SJbX #UniteBlue #Tcot,1,Italy Earthquake
2239,"Kolkata got a birth day gift 
--An earthquake",2,Italy Earthquake
2240,"RT @NewEarthquake: 4.9 earthquake, 17km ENE of Banepa, Nepal. Apr 25 14:01 at epicenter (31m ago, depth 10km). http://t.co/yphH4H36jT",2,Nepal Earthquake
2241,"I have donated plasma for treatment of COVID19 patients twice now. If I am needed to donate it 10 times, I will do so: Arshad Ahmed, a Tablighi Jamaat member, who was quarantined at AIIMS dedicated COVID19 centre, Haryana. He has now tested negative for COVID19. https://t.co/LFNAqcVJyZ",1,Covid-19
2242,"#BREAKING: 6.2 #ItalyEarthquake has killed 37
2,500 displaced
#France ready to help army #rescues https://t.co/iUFxblAZAM",1,Italy Earthquake
2243,"Seems Indian Media is becoming immature day by day. Look at their coverage on Nepal earthquake &amp; Salman khan verdict.#ShameonMedia",2,Nepal Earthquake
2244,"#ItalyEarthquake top of mind now. Here's what is happening now, updates throughout the day https://t.co/V6RUZJ8iCL #terremoto #italianmamma",2,Italy Earthquake
2245,"@nguyen_phutrong Toi chua thay bo 4 co loi chia buon cho Mien Dien https://t.co/sEKGHwo88c  roi day VN se den,chuan bi gi cho VN?",2,Italy Earthquake
2246,We are already trying to gather some stuff for the people affected by the #earthquake #terremoto like food and clothes,1,Italy Earthquake
2247,"RT @PoliticalMirro: Nepal earthquake: Facebook will match your donation 
http://t.co/1OF5CUkvYI
#NepalEarthquake #IndiaStandWithNepal #Worl…",2,Nepal Earthquake
2248,Cornish aid workers from @ShelterBox arrive in Italy earthquake zone: https://t.co/7aqnjO1QKE https://t.co/TB8TezThEG,1,Italy Earthquake
2249,Pope dispatches Vatican firefighters to help in Italy quake rescue - Daily Mail -- 15:24 https://t.co/0VqSsinCcs,1,Italy Earthquake
2250,"http://t.co/vYmnRnSThG : ""'The moon flipped!' - and other earthquake myths"" http://t.co/zY5Hq4Zl8N",2,Nepal Earthquake
2251,URGENT APPEAL: http://t.co/ouz6kG6ssq Kavre Earthquake Relief. Urgent need for basic materials to provide cover and sanitation. Local org.,0,Nepal Earthquake
2252,Artist creates sand-art to raise awareness about earthquake victims. @ZeeNews http://t.co/Gr3Dm1wQbZ #Art #SudarshanPatnaik #SandArtists,2,Nepal Earthquake
2253,#India crosses another grim milestone of 5lakh #corona cases. Last 1 lakh cases added in 7 days \ud83d\ude37#coronaupdateindia #COVID19 https://t.co/Tvdu18duiK,2,Covid-19
2254,#EARTHQUAKE see in which zone you are staying. http://t.co/3O1V93ET4j,2,Nepal Earthquake
2255,"A hospital struggles to care for earthquake victims in Dhulikhel, a small town southeast of Katmandu : http://t.co/jGqUu8mEFu",0,Nepal Earthquake
2256,apart from india help pakistan will also send aircraft with a facility of 30 bed hospital to nepal. good.,1,Nepal Earthquake
2257,"Nepal earthquake: Homeless urgently need tents; Death toll above 5,200: Kathmandu, Nepal: Half a million tents... http://t.co/vsJEbFlxVo",0,Nepal Earthquake
2258,"#NepalEarthquake | #India sends 34 member medical team, fresh tremor jolts #Nepal |LIVE| http://t.co/7hf1vOnojw http://t.co/qIdTqmHGS3",1,Nepal Earthquake
2259,"RT @attorneybharti: We need tents, dry foodstuffs, bottled water, blankets, medicine for nepal earthquake victims
raincoats, rainboots for …",0,Nepal Earthquake
2260,"#Covir #Covir.io\nThis awesome platform is doing great job for humanity, providing new solutions for disinfection against #COVID19 , Let's make these efforts REVOLUTION. https://t.co/MWtT6zDqKR",2,Covid-19
2261,"RT @IndiaToday: #earthquake LIVE updates: Haryana offers food packets, blankets for quake-hit Nepal  
http://t.co/0B9eAdP3k7 http://t.co/7X…",1,Nepal Earthquake
2262,"The gloabl pandemic, #COVID19 has brought about several restrictions, imposed by the #Central or the respective State #governments.\n\nThe article highlights some trends that the State of West Bengal is expected to witness post COVID-19.\n\n@SushilMohta1 @CredaiBengal @CredaiH https://t.co/OY5KTBMboX",2,Covid-19
2263,"@HMOIndia, @PMOIndia,

I Requested to PM. Mr. Modi, Please Provide some Dry Food, Biscuits or Mineral Waters for Nepal Effected People's.",0,Nepal Earthquake
